,word,transcript,neighbours
1027,"['т', 'е', 'м']","[""t'"", 'e', 'm']","[['j', 'e', 'm'], [""t'"", 'e', 'h'], [""t'"", 'e'], [""t'"", 'e', 'l'], ['ch', 'e', 'm'], [""t'"", 'i', 'm'], [""k'"", 'e', 'm'], ['t', 'o', 'm'], ['t', 'a', 'm'], [""t'"", 'e', 'm', 'p'], [""s'"", 'e', 'm']]"
1028,"['т', 'к', 'а', 'н', 'ь']","['t', 'k', 'a', ""n'""]",[]
1029,"['т', 'о', 'м']","['t', 'o', 'm']","[[""t'"", 'e', 'm'], ['t', 'o', 'j'], ['d', 'o', 'm'], ['t', 'a', 'm'], ['t', 'o'], ['t', 'o', 'n'], ['r', 't', 'o', 'm'], ['t', 'o', 'k'], ['k', 'o', 'm'], ['t', 'o', 't'], [""t'"", 'i', 'm']]"
1030,"['т', 'у', 'ч']","['t', 'u', 'ch']","[['t', 'u', 't'], ['l', 'u', 'ch'], ['t', 'u']]"
1031,"['х', 'о', 'ш', 'ь']","['h', 'o', 'sh']","[['h', 'o', ""t'""]]"
1032,"['и', 'м']","['i', 'm']","[['j', 'e', 'm'], [""r'"", 'i', 'm'], ['i', 's'], ['u', 'm'], [""n'"", 'i', 'm'], ['i'], [""s'"", 'i', 'm'], ['i', 'h'], [""t'"", 'i', 'm']]"
1033,"['п', 'е', 'с', 'н', 'ь']","[""p'"", 'e', ""s'"", ""n'""]",[]
1034,"['с', 'т', 'и', 'х']","[""s'"", ""t'"", 'i', 'h']","[[""s'"", 'i', 'h']]"
1035,"['ч', 'и', 'с', 'т']","['ch', 'i', 's', 't']","[[""l'"", 'i', 's', 't']]"
1036,"['в', 'с', 'е']","['f', ""s'"", 'e']","[['v', ""n'"", 'e'], ['f', ""s'"", 'u'], ['f', ""s'"", 'e', 'h'], ['f', ""s'"", 'e', 'm'], [""s'"", 'e'], ['f', ""s'"", 'e', 'j'], ['f', ""s'"", 'a'], ['f', ""s'"", 'o']]"
1037,"['л', 'ь', 'н', 'а']","[""l'"", 'n', 'a']","[[""l'"", 'v', 'a'], [""l'"", 'd', 'a']]"
1038,"['с', 'т', 'в', 'о', 'л']","['s', 't', 'v', 'o', 'l']","[['s', 't', 'o', 'l']]"
1039,"['а', 'л', 'ь']","['a', ""l'""]","[['d', 'a', ""l'""], ['i', ""l'""], ['zh', 'a', ""l'""]]"
1040,"['в', 'а', 'й', 'с']","['v', 'a', 'j', 's']","[['v', 'a', 's']]"
1041,"['б', 'а', 'б']","['b', 'a', 'p']","[['b', 'a', 'l'], ['b', 'a'], ['b', 'o', 'p'], ['b', 'a', 's'], ['r', 'a', 'p']]"
1042,"['б', 'а', 'л']","['b', 'a', 'l']","[['b', 'a', 's'], ['m', 'a', 'l'], ['b', 'r', 'a', 'l'], ['b', 'a', 'p'], ['b', 'a'], ['z', 'a', 'l'], ['b', 'y', 'l'], ['d', 'a', 'l'], ['p', 'a', 'l'], [""b'"", 'i', 'l']]"
1043,"['в', 'е', 'р', 'х']","[""v'"", 'e', 'r', 'h']","[['v', ""v'"", 'e', 'r', 'h'], [""v'"", 'e', ""r'""], ['s', ""v'"", 'e', 'r', 'h']]"
1044,"['в', 'е', 'с', 'т', 'ь']","[""v'"", 'e', ""s'"", ""t'""]","[[""v'"", 'e', ""s'""], ['ch', 'e', ""s'"", ""t'""], [""s'"", 'e', ""s'"", ""t'""], ['j', 'e', ""s'"", ""t'""], ['sh', 'e', ""s'"", ""t'""], [""m'"", 'e', ""s'"", ""t'""]]"
1045,"['в', 'о', 'п', 'л', 'ь']","['v', 'o', 'p', ""l'""]",[]
1046,"['г', 'в', 'о', 'з', 'д', 'ь']","['g', 'v', 'o', ""z'"", ""t'""]",[]
1047,"['г', 'р', 'а', 'д']","['g', 'r', 'a', 't']","[['r', 'a', 't'], ['g', 'a', 't'], ['g', 'r', 'a', 'f']]"
1048,"['г', 'у', 'л']","['g', 'u', 'l']","[['g', 'u', 'p'], ['d', 'u', 'l']]"
1049,"['д', 'а', 'м']","['d', 'a', 'm']","[['s', 'a', 'm'], ['d', 'a', 'f'], ['d', 'o', 'm'], ['d', 'a', 'n'], ['d', 'a', 'k'], ['d', 'a', 'j'], ['d', 'u', 'm'], ['d', 'a'], ['d', 'a', 'r'], ['d', 'a', 'l'], ['v', 'a', 'm'], ['t', 'a', 'm'], ['n', 'a', 'm'], ['d', 'y', 'm']]"
1050,"['д', 'н', 'о']","['d', 'n', 'o']","[['d', 'n', 'a'], ['d', 'n', 'u'], ['n', 'o'], [""d'"", ""n'"", 'i'], [""d'"", ""n'"", 'a'], ['d', 'n', 'o', 'm'], [""d'"", ""n'"", 'u'], ['d', 'o'], [""d'"", ""n'"", 'e']]"
1051,"['д', 'р', 'о', 'ж', 'ь']","['d', 'r', 'o', 'sh']","[['r', 'o', 'sh']]"
1052,['е'],"['j', 'e']","[['zh', 'e'], ['j', 'e', 'l'], ['j', 'e', 'm'], [""t'"", 'e'], [""n'"", 'e'], ['a'], ['e'], ['j', 'e', 'j'], ['o'], ['u'], [""d'"", 'e'], [""s'"", 'e'], ['i'], ['j', 'a']]"
1053,"['к', 'а', 'з', 'н', 'ь']","['k', 'a', ""z'"", ""n'""]",[]
1054,"['м', 'а', 'р', 'ш']","['m', 'a', 'r', 'sh']","[['m', 'a', 'r', 'k']]"
1055,"['н', 'е', 'ф', 'т', 'ь']","[""n'"", 'e', 'f', ""t'""]",[]
1056,"['и', 'м']","['i', 'm']","[['j', 'e', 'm'], [""r'"", 'i', 'm'], ['i', 's'], ['u', 'm'], [""n'"", 'i', 'm'], ['i'], [""s'"", 'i', 'm'], ['i', 'h'], [""t'"", 'i', 'm']]"
1057,"['п', 'и', 'р']","[""p'"", 'i', 'r']","[[""m'"", 'i', 'r'], ['p', 'a', 'r'], [""p'"", 'i', 'l'], ['p', 'o', 'r']]"
1058,"['п', 'л', 'о', 'т', 'ь']","['p', 'l', 'o', ""t'""]","[['p', 'l', 'y', ""t'""], ['f', 'p', 'l', 'o', ""t'""]]"
1059,"['р', 'а', 'к']","['r', 'a', 'k']","[['r', 'u', 'k'], ['k', 'a', 'k'], ['b', 'r', 'a', 'k'], ['r', 'a', 'n'], ['d', 'a', 'k'], ['r', 'a', 's'], ['r', 'a', 't'], ['t', 'a', 'k'], [""r'"", 'e', 'k'], ['m', 'r', 'a', 'k'], ['r', 'a', 'j'], ['r', 'a', 'p']]"
1060,"['р', 'в', 'а', 'т', 'ь']","['r', 'v', 'a', ""t'""]","[['z', 'v', 'a', ""t'""]]"
1061,"['р', 'в', 'ё', 'т']","['r', ""v'"", 'o', 't']",[]
1062,"['т', 'к', 'а', 'н', 'ь']","['t', 'k', 'a', ""n'""]",[]
1063,"['в', 'и', 'н']","[""v'"", 'i', 'n']","[['ch', 'i', 'n'], ['v', 'a', 'n'], [""v'"", 'i', 't'], ['v', 'o', 'n']]"
1064,"['в', 'п', 'а', 'л']","['f', 'p', 'a', 'l']","[['p', 'a', 'l'], ['s', 'p', 'a', 'l']]"
1065,"['д', 'у', 'м']","['d', 'u', 'm']","[['d', 'o', 'm'], ['u', 'm'], ['d', 'u', 'h'], ['d', 'u', 'l'], ['d', 'v', 'u', 'm'], ['d', 'a', 'm'], ['d', 'y', 'm'], ['d', 'u', 'p'], ['d', 'u', 'sh'], ['sh', 'u', 'm']]"
1066,"['м', 'р', 'а', 'к']","['m', 'r', 'a', 'k']","[['b', 'r', 'a', 'k'], ['r', 'a', 'k']]"
1067,['и'],['i'],"[['j', 'e'], ['a'], ['e'], [""l'"", 'i'], ['o'], ['u'], ['i', 's'], ['j', 'a'], ['i', 'h'], [""n'"", 'i'], ['i', 'm']]"
1068,"['о', 'т']","['o', 't']","[['p', 'o', 't'], ['o', 'h'], ['o'], ['s', 'o', 't'], ['o', 'j'], ['o', 'p'], ['v', 'o', 't'], ['r', 'o', 't'], ['o', 'n'], ['t', 'o', 't'], ['k', 'o', 't']]"
1069,"['с', 'о', 'к']","['s', 'o', 'k']","[['s', 'r', 'o', 'k'], ['s', 'o', 't'], ['t', 'o', 'k'], ['s', 'o'], ['s', 'o', 'n'], ['b', 'o', 'k']]"
1070,"['ш', 'т', 'о']","['sh', 't', 'o']","[['k', 't', 'o'], ['s', 't', 'o'], ['t', 'o'], ['ch', 't', 'o'], ['sh', 'l', 'o']]"
1071,"['ф', 'р', 'а', 'н', 'ц']","['f', 'r', 'a', 'n', 'c']",[]
1072,"['з', 'м', 'е', 'й']","['z', ""m'"", 'e', 'j']","[['s', ""m'"", 'e', 'j']]"
1073,"['м', 'я', 'ч']","[""m'"", 'a', 'ch']","[[""m'"", 'e', 'ch'], [""m'"", 'a']]"
1074,"['б', 'о', 'р']","['b', 'o', 'r']","[['v', 'o', 'r'], ['h', 'o', 'r'], ['b', 'o', 'd', 'r'], ['b', 'o', 'r', 't'], ['b', 'o'], ['g', 'o', 'r'], ['b', 'o', 'j'], ['b', 'o', 'p'], ['p', 'o', 'r'], ['b', 'o', 'k'], ['z', 'b', 'o', 'r'], ['b', 'o', 'h']]"
1075,"['а', 'д']","['a', 't']","[['n', 'a', 't'], ['a', 'sh'], ['s', 'a', 't'], ['a'], ['l', 'a', 't'], ['a', 'n'], ['r', 'a', 't'], ['a', 'h'], ['g', 'a', 't'], ['a', 'j']]"
1076,"['б', 'и', 'т', 'ь']","[""b'"", 'i', ""t'""]","[['zh', 'y', ""t'""], [""n'"", 'i', ""t'""], ['z', ""b'"", 'i', ""t'""], [""p'"", 'i', ""t'""], ['b', 'y', ""t'""]]"
1077,"['б', 'ь', 'ю', 'т']","[""b'"", 'j', 'u', 't']","[[""b'"", 'j', 'o', 't'], [""p'"", 'j', 'u', 't']]"
1078,"['б', 'о', 'д', 'р']","['b', 'o', 'd', 'r']","[['b', 'o', 'r']]"
1079,"['в', 'б', 'о', 'к']","['v', 'b', 'o', 'k']","[['b', 'o', 'k']]"
1080,"['в', 'з', 'в', 'о', 'д']","['v', 'z', 'v', 'o', 't']",[]
1081,"['г', 'н', 'а', 'л']","['g', 'n', 'a', 'l']","[['z', 'n', 'a', 'l']]"
1082,"['ж', 'д', 'и']","['zh', ""d'"", 'i']","[['zh', 'd', 'u']]"
1083,"['ж', 'е']","['zh', 'e']","[['j', 'e'], [""t'"", 'e'], [""n'"", 'e'], [""d'"", 'e'], [""s'"", 'e']]"
1084,"['ж', 'г', 'л', 'и']","['zh', 'g', ""l'"", 'i']",[]
1085,"['к', 'р', 'е', 'м', 'л', 'ь']","['k', ""r'"", 'e', 'm', ""l'""]",[]
1086,"['л', 'г', 'а', 'т', 'ь']","['l', 'g', 'a', ""t'""]",[]
1087,"['л', 'е', 'в']","[""l'"", 'e', 'f']","[[""l'"", 'e', 't'], [""l'"", 'e', 's'], [""l'"", 'e', 't']]"
1088,"['л', 'о', 'б']","['l', 'o', 'p']","[['b', 'o', 'p'], ['o', 'p']]"
1089,"['м', 'е', 'р', 'т', 'в']","[""m'"", 'e', 'r', 't', 'f']","[['zh', 'e', 'r', 't', 'f']]"
1090,"['м', 'о', 'щ', 'ь']","['m', 'o', 'sc']",[]
1091,"['п', 'о', 'т']","['p', 'o', 't']","[['o', 't'], ['p', 'o', 'r', 't'], ['k', 'o', 't'], ['p', 'o', 'p'], ['p', 'o', 's', 't'], ['s', 'o', 't'], ['v', 'o', 't'], ['r', 'o', 't'], ['p', 'o'], ['p', 'o', 'r'], ['p', 'o', 'l'], ['t', 'o', 't'], ['p', 'o', 't']]"
1092,"['р', 'и', 'т', 'м']","[""r'"", 'i', 't', 'm']","[[""r'"", 'i', 'm']]"
1093,"['с', 'м', 'е', 'й']","['s', ""m'"", 'e', 'j']","[[""s'"", 'e', 'j'], ['s', ""m'"", 'e', 'l'], ['z', ""m'"", 'e', 'j'], ['s', ""m'"", 'e', 'h']]"
1094,"['с', 'н', 'ы']","['s', 'n', 'y']","[[""s'"", ""n'"", 'e'], ['s', 'n', 'a']]"
1095,"['с', 'п', 'и']","['s', ""p'"", 'i']","[['s', ""p'"", 'i', 't']]"
1096,"['т', 'р', 'е', 'с', 'к']","['t', ""r'"", 'e', 's', 'k']",[]
1097,"['ш', 'а', 'н', 'с']","['sh', 'a', 'n', 's']",[]
1098,"['ш', 'т', 'о', 'р', 'м']","['sh', 't', 'o', 'r', 'm']",[]
1099,"['б', 'о', 'м', 'б']","['b', 'o', 'm', 'p']","[['b', 'o', 'p']]"
1100,"['е', 'м']","['j', 'e', 'm']","[['j', 'e', 'l'], [""t'"", 'e', 'm'], ['j', 'e'], ['j', 'e', 'j'], ['u', 'm'], ['i', 'm'], [""k'"", 'e', 'm'], ['ch', 'e', 'm'], [""s'"", 'e', 'm']]"
1101,"['к', 'л', 'а', 'с', 'т', 'ь']","['k', 'l', 'a', ""s'"", ""t'""]","[['v', 'l', 'a', ""s'"", ""t'""]]"
1102,"['с', 'а', 'н']","['s', 'a', 'n']","[['s', 'a', 'm'], ['r', 'a', 'n'], ['s', 'y', 'n'], ['s', 'a', 't'], ['d', 'a', 'n'], ['a', 'n'], ['p', 'a', 'n'], ['s', 't', 'a', 'n'], ['v', 'a', 'n'], ['zh', 'a', 'n'], ['h', 'a', 'n'], ['s', 'o', 'n']]"
1103,"['с', 'б', 'и', 'л']","['z', ""b'"", 'i', 'l']","[[""s'"", 'i', 'l'], [""b'"", 'i', 'l']]"
1104,"['с', 'у', 'п']","['s', 'u', 'p']","[['s', 'u', 't']]"
1105,"['м', 'я']","[""m'"", 'a']","[[""m'"", 'a', 'ch'], ['j', 'a'], ['m', 'y']]"
1106,"['д', 'у', 'ш']","['d', 'u', 'sh']","[['d', 'u', 'm'], ['d', 'u', 'l'], ['d', 'u', 'p'], ['d', 'u', 'h']]"
1107,"['я', 'н']","['j', 'a', 'n']","[['j', 'a'], ['o', 'n'], ['a', 'n']]"
1108,"['м', 'а', 'т', 'ь']","['m', 'a', ""t'""]","[['m', 'y', ""t'""], ['d', 'a', ""t'""]]"
1109,"['ш', 'т', 'о']","['sh', 't', 'o']","[['k', 't', 'o'], ['s', 't', 'o'], ['t', 'o'], ['ch', 't', 'o'], ['sh', 'l', 'o']]"
1110,"['а', 'н']","['a', 'n']","[['r', 'a', 'n'], ['a', 'sh'], ['d', 'a', 'n'], ['a'], ['p', 'a', 'n'], ['v', 'a', 'n'], ['s', 'a', 'n'], ['a', 't'], ['a', 'h'], ['o', 'n'], ['zh', 'a', 'n'], ['j', 'a', 'n'], ['h', 'a', 'n'], ['a', 'j']]"
1111,"['б', 'е', 'г']","[""b'"", 'e', 'k']","[[""b'"", 'e', 's'], [""b'"", 'e', 's'], [""b'"", 'e', 't'], [""b'"", 'e', 'j'], ['b', 'o', 'h']]"
1112,"['б', 'л', 'о', 'к']","['b', 'l', 'o', 'k']","[['b', 'o', 'k']]"
1113,"['в', 'а', 'л', 'ь', 'с']","['v', 'a', ""l'"", 's']",[]
1114,"['в', 'г', 'л', 'у', 'б', 'ь']","['v', 'g', 'l', 'u', ""p'""]","[['g', 'l', 'u', ""p'""]]"
1115,"['в', 'с', 'ю']","['f', ""s'"", 'u']","[['f', ""s'"", 'e'], ['f', ""s'"", 'a'], ['f', ""s'"", 'o']]"
1116,"['в', 'и', 'з', 'г']","[""v'"", 'i', 'z', 'k']",[]
1117,"['в', 'о', 'й']","['v', 'o', 'j']","[['v', 'o', 'j', 'n'], ['m', 'o', 'j'], ['t', 'o', 'j'], ['v', 'o', 'r'], ['v', 'o', 's'], ['s', 'v', 'o', 'j'], ['v', 'o', 't'], ['o', 'j'], ['v', 'o', 't'], ['v', 'o'], ['b', 'o', 'j'], ['t', 'v', 'o', 'j'], ['v', 'o', 'n']]"
1118,"['д', 'а', 'м']","['d', 'a', 'm']","[['s', 'a', 'm'], ['d', 'a', 'f'], ['d', 'o', 'm'], ['d', 'a', 'n'], ['d', 'a', 'k'], ['d', 'a', 'j'], ['d', 'u', 'm'], ['d', 'a'], ['d', 'a', 'r'], ['d', 'a', 'l'], ['v', 'a', 'm'], ['t', 'a', 'm'], ['n', 'a', 'm'], ['d', 'y', 'm']]"
1119,"['л', 'ь', 'д', 'у']","[""l'"", 'd', 'u']","[[""l'"", 'd', 'a']]"
1120,"['м', 'а', 'й']","['m', 'a', 'j']","[['m', 'o', 'j'], ['m', 'a', 'l'], ['d', 'a', 'j'], ['r', 'a', 'j'], ['a', 'j'], ['ch', 'a', 'j']]"
1121,"['п', 'с', 'ы']","['p', 's', 'y']",[]
1122,"['п', 'л', 'о', 'т', 'ь']","['p', 'l', 'o', ""t'""]","[['p', 'l', 'y', ""t'""], ['f', 'p', 'l', 'o', ""t'""]]"
1123,"['р', 'о', 'ж', 'ь']","['r', 'o', 'sh']","[['d', 'r', 'o', 'sh'], ['r', 'o', ""l'""], ['l', 'o', 'sh']]"
1124,"['р', 'т', 'ы']","['r', 't', 'y']","[['r', 't', 'u'], ['t', 'y'], ['r', 't', 'a']]"
1125,"['с', 'в', 'о', 'д']","['s', 'v', 'o', 't']","[['s', 'v', 'o', 'j'], ['v', 'o', 't']]"
1126,"['с', 'е', 'й']","[""s'"", 'e', 'j']","[['ch', 'e', 'j'], [""p'"", 'e', 'j'], ['j', 'e', 'j'], [""n'"", 'e', 'j'], [""s'"", 'e'], ['f', ""s'"", 'e', 'j'], [""s'"", 'e', 'l'], [""b'"", 'e', 'j'], ['s', ""m'"", 'e', 'j'], [""s'"", 'e', 'm']]"
1127,"['с', 'ж', 'а', 'л']","['zh', 'a', 'l']","[['s', 'p', 'a', 'l'], ['z', 'd', 'a', 'l'], ['s', 't', 'a', 'l'], ['s', 'k', 'a', 'l']]"
1128,"['с', 'и', 'м']","[""s'"", 'i', 'm']","[['s', 'a', 'm'], [""r'"", 'i', 'm'], [""n'"", 'i', 'm'], [""s'"", 'i', 'h'], ['i', 'm'], [""s'"", 'i', 'l'], [""s'"", 'o', 'm'], [""t'"", 'i', 'm'], [""s'"", 'e', 'm']]"
1129,"['т', 'о', 'к']","['t', 'o', 'k']","[['t', 'o', 'j'], ['t', 'o', 'l', 'k'], ['t', 'o'], ['t', 'o', 'n'], ['b', 'o', 'k'], ['t', 'a', 'k'], ['t', 'o', 'm'], ['t', 'o', 't'], ['s', 'o', 'k']]"
1130,"['т', 'о', 'с', 'т']","['t', 'o', 's', 't']","[['p', 'o', 's', 't'], ['r', 'o', 's', 't'], ['t', 'o', 't'], ['m', 'o', 's', 't']]"
1131,"['т', 'р', 'о', 'н']","['t', 'r', 'o', 'n']","[['t', 'o', 'n']]"
1132,"['ц', 'и', 'к', 'л']","['c', 'y', 'k', 'l']",[]
1133,"['ч', 'и', 'н']","['ch', 'i', 'n']","[[""v'"", 'i', 'n']]"
1134,"['ч', 'у', 'т', 'ь']","['ch', 'u', ""t'""]","[['p', 'u', ""t'""], ['ch', 'u', 'sh'], ['s', 'u', ""t'""]]"
1135,"['в', 'а', 'с']","['v', 'a', 's']","[['v', 'a', 'j', 's'], ['ch', 'a', 's'], ['v', 'a', 'sh'], ['v', 'a', 'n'], ['v', 'a', 'm'], ['n', 'a', 's'], ['b', 'a', 's'], [""v'"", 'e', 's']]"
1136,"['г', 'р', 'а', 'н', 'ь']","['g', 'r', 'a', ""n'""]",[]
1137,"['н', 'е', 'ф', 'т', 'ь']","[""n'"", 'e', 'f', ""t'""]",[]
1138,"['з', 'о', 'н']","['z', 'o', 'n']","[['t', 'o', 'n'], ['z', 'v', 'o', 'n'], ['o', 'n'], ['d', 'o', 'n'], ['f', 'o', 'n'], ['s', 'o', 'n'], ['v', 'o', 'n']]"
1139,"['л', 'и']","[""l'"", 'i']","[['sh', ""l'"", 'i'], [""l'"", 'i', 'c'], ['i'], [""n'"", 'i'], [""l'"", 'i', 'k'], ['l', 'zh', 'y'], ['l', 'a']]"
1140,"['т', 'у']","['t', 'u']","[['t', 'y'], [""t'"", 'e'], ['t', 'a'], ['t', 'o'], ['t', 'u', 'ch'], ['u'], ['n', 'u'], ['t', 'u', 't'], ['r', 't', 'u'], ['f', 'u']]"
1141,['у'],['u'],"[['u', 'sh'], ['j', 'e'], ['a'], ['e'], ['u', 's'], ['o'], ['t', 'u'], ['n', 'u'], ['u', 'm'], ['u', 'h'], ['i'], ['j', 'a'], ['f', 'u']]"
1142,"['ч', 'ё', 'м']","['ch', 'o', 'm']","[[""n'"", 'o', 'm'], ['ch', 'e', 'm'], [""s'"", 'o', 'm']]"
1143,"['в', 'с', 'е', 'х']","['f', ""s'"", 'e', 'h']","[['f', ""s'"", 'e', 'm'], ['f', ""s'"", 'e', 'j'], ['f', ""s'"", 'e']]"
1144,"['в', 'с', 'я']","['f', ""s'"", 'a']","[['f', ""s'"", 'a', 'k'], ['f', ""s'"", 'e'], ['f', ""s'"", 'u'], ['f', ""s'"", 'o']]"
1145,"['в', 'р', 'е', 'д']","['v', ""r'"", 'e', 't']","[['b', ""r'"", 'e', 't'], ['p', ""r'"", 'e', 't'], ['v', ""r'"", 'a', 't']]"
1146,"['г', 'е', 'н']","[""g'"", 'e', 'n']","[['c', 'e', 'n']]"
1147,"['д', 'у', 'б']","['d', 'u', 'p']","[['g', 'u', 'p'], ['z', 'u', 'p'], ['d', 'u', 'l'], ['d', 'u', 'h'], ['d', 'u', 'm'], ['r', 'u', 'p'], ['d', 'u', 'sh']]"
1148,"['ж', 'у', 'к']","['zh', 'u', 'k']","[['r', 'u', 'k']]"
1149,"['к', 'р', 'ы', 'ш']","['k', 'r', 'y', 'sh']","[['k', 'r', 'y', 'm']]"
1150,"['л', 'а']","['l', 'a']","[['l', 'b', 'a'], ['k', 'a'], ['a'], ['n', 'a'], [""l'"", 'i'], ['t', 'a'], ['l', 'a', 't'], ['h', 'a'], ['z', 'l', 'a'], ['d', 'a'], ['b', 'a'], ['z', 'a'], ['sh', 'l', 'a']]"
1151,"['м', 'ё', 'д']","[""m'"", 'o', 't']","[[""l'"", 'o', 't']]"
1152,"['н', 'е', 'г', 'р']","[""n'"", 'e', 'g', 'r']","[[""n'"", 'e', 'd', 'r']]"
1153,"['н', 'и', 'т', 'ь']","[""n'"", 'i', ""t'""]","[['zh', 'y', ""t'""], [""b'"", 'i', ""t'""], [""p'"", 'i', ""t'""]]"
1154,"['п', 'л', 'о', 'д']","['p', 'l', 'o', 't']","[['p', 'l', 'o', 'h'], ['p', 'o', 't']]"
1155,"['п', 'р', 'а', 'х']","['p', 'r', 'a', 'h']","[['p', 'r', 'a', 'f']]"
1156,"['п', 'р', 'и', 'з']","['p', ""r'"", 'i', 's']","[['p', ""r'"", 'i']]"
1157,"['с', 'б', 'и', 'т', 'ь']","['z', ""b'"", 'i', ""t'""]","[[""b'"", 'i', ""t'""]]"
1158,"['с', 'ж', 'е', 'ч', 'ь']","['zh', 'e', 'ch']","[['zh', 'e', 'ch']]"
1159,"['с', 'н', 'я', 'т']","[""s'"", ""n'"", 'a', 't']","[['s', ""p'"", 'a', 't'], [""s'"", ""n'"", 'a', 'l'], [""s'"", ""n'"", 'a', 'f'], [""s'"", ""n'"", 'a', ""t'""]]"
1160,"['с', 'о', 'р', 'т']","['s', 'o', 'r', 't']","[['s', 'p', 'o', 'r', 't'], ['p', 'o', 'r', 't'], ['b', 'o', 'r', 't'], ['s', 'o', 't']]"
1161,"['с', 'п', 'и', 'ш', 'ь']","['s', ""p'"", 'i', 'sh']",[]
1162,"['т', 'о', 'л', 'к']","['t', 'o', 'l', 'k']","[['t', 'o', ""l'""], ['p', 'o', 'l', 'k'], ['v', 'o', 'l', 'k'], ['t', 'o', 'k']]"
1163,"['т', 'о', 'м']","['t', 'o', 'm']","[[""t'"", 'e', 'm'], ['t', 'o', 'j'], ['d', 'o', 'm'], ['t', 'a', 'm'], ['t', 'o'], ['t', 'o', 'n'], ['r', 't', 'o', 'm'], ['t', 'o', 'k'], ['k', 'o', 'm'], ['t', 'o', 't'], [""t'"", 'i', 'm']]"
1164,"['у', 'с']","['u', 's']","[['u', 'sh'], ['u'], ['u', 's', 't'], ['u', 'h'], ['u', 'm']]"
1165,"['ч', 'т', 'о']","['ch', 't', 'o']","[['k', 't', 'o'], ['sh', 't', 'o'], ['s', 't', 'o'], ['t', 'o'], ['sh', 't', 'o', 'p']]"
1166,"['ч', 'у', 'ш', 'ь']","['ch', 'u', 'sh']","[['ch', 'u', ""t'""]]"
1167,"['ш', 'а', 'н', 'с']","['sh', 'a', 'n', 's']",[]
1168,"['б', 'а']","['b', 'a']","[['l', 'b', 'a'], ['k', 'a'], ['a'], ['n', 'a'], ['b', 'y'], ['t', 'a'], ['b', 'a', 'l'], ['h', 'a'], ['b', 'o'], ['d', 'a'], ['b', 'a', 'p'], ['z', 'a'], ['b', 'a', 's'], ['l', 'a']]"
1169,"['б', 'л', 'о', 'к']","['b', 'l', 'o', 'k']","[['b', 'o', 'k']]"
1170,"['г', 'а', 'д']","['g', 'a', 't']","[['n', 'a', 't'], ['s', 'a', 't'], ['l', 'a', 't'], ['g', 'r', 'a', 't'], ['r', 'a', 't'], ['g', 'a', 's'], ['a', 't'], ['g', 'o', 't']]"
1171,"['д', 'о', 'н']","['d', 'o', 'n']","[['d', 'o', 'm'], ['d', 'a', 'n'], ['d', 'zh', 'o', 'n'], ['t', 'o', 'n'], ['d', 'o'], ['z', 'o', 'n'], ['o', 'n'], ['f', 'o', 'n'], ['s', 'o', 'n'], ['v', 'o', 'n']]"
1172,"['н', 'е', 'й']","[""n'"", 'e', 'j']","[['ch', 'e', 'j'], [""n'"", 'e', 't'], [""n'"", 'e'], [""s'"", 'e', 'j'], ['j', 'e', 'j'], [""b'"", 'e', 'j'], [""d'"", ""n'"", 'e', 'j'], [""p'"", 'e', 'j']]"
1173,"['п', 'р', 'о', 'б']","['p', 'r', 'o', 'p']","[['p', 'r', 'o'], ['g', 'r', 'o', 'p']]"
1174,"['р', 'а', 'з']","['r', 'a', 's']","[['r', 'a', 'n'], ['r', 'a', 'k'], ['r', 'a', 't'], ['r', 'o', 's'], ['v', 'r', 'a', 's'], ['g', 'a', 's'], ['f', 'r', 'a', 's'], ['r', 'a', 'j'], ['r', 'a', 'p']]"
1175,"['с', 'п', 'и', 'р', 'т']","['s', ""p'"", 'i', 'r', 't']","[['s', 'p', 'o', 'r', 't'], ['s', ""p'"", 'i', 't']]"
1176,"['с', 'т', 'а', 'н']","['s', 't', 'a', 'n']","[[""s'"", ""t'"", 'e', 'n'], ['s', 't', 'a', 'f'], ['s', 't', 'r', 'a', 'n'], ['s', 't', 'a'], ['s', 't', 'a', 'r'], ['s', 'a', 'n'], ['s', 't', 'a', 'l']]"
1177,"['б', 'о', 'б']","['b', 'o', 'p']","[['b', 'o', 'm', 'p'], ['o', 'p'], ['b', 'o'], ['b', 'o', 'j'], ['b', 'a', 'p'], ['l', 'o', 'p'], ['b', 'o', 'k'], ['b', 'o', 'r'], ['b', 'o', 'h']]"
1178,"['в', 'с', 'я', 'к']","['f', ""s'"", 'a', 'k']","[['f', ""s'"", 'a']]"
1179,"['д', 'а', 'к']","['d', 'a', 'k']","[['k', 'a', 'k'], ['d', 'a', 'f'], ['d', 'a', 'n'], ['r', 'a', 'k'], ['t', 'a', 'k'], ['d', 'a'], ['d', 'a', 'r'], ['d', 'a', 'l'], ['d', 'a', 'm'], ['d', 'a', 'j']]"
1180,"['ш', 'а', 'х']","['sh', 'a', 'h']","[['sh', 'a', 'r'], ['a', 'h'], ['sh', 'a', 'k']]"
1181,"['т', 'и', 'м']","[""t'"", 'i', 'm']","[[""t'"", 'e', 'm'], [""t'"", 'i', 'p'], [""r'"", 'i', 'm'], [""n'"", 'i', 'm'], [""s'"", 'i', 'm'], ['i', 'm'], ['t', 'o', 'm'], ['t', 'a', 'm']]"
1182,"['б', 'е', 'й', 'л', 'ь']","[""b'"", 'e', 'j', ""l'""]",[]
